Redewendung,Bedeutung,Beispiel
jmdm. raucht der Kopf,jmd. muss längere Zeit angestrengt nachdenken,"['Die Schüler bekamen so schwere Mathema- tikaufgaben, dass ihnen die Köpfe rauch- ten. Glaub mir, bei diesen Kreuzworträt- seln raucht dir der Kopf.']"
jmdm. steht der Kopf nicht nach etw.,jmd. ist zu etw. nicht aufgelegt,"['Bitte, lass mich in Ruhe, mir steht jetzt der Kopf nicht nach langen Diskussionen.']"
"nicht  wissen, wo einem der Kopf steht","durch Arbeit, Sorgen o. Ä. überlastet sein","['Zeitweilig wusste sie gar nicht, wo ihr der Kopf stand, war sie doch Ehefrau, Mutter und Arbeitnehmerin in einer Per- son .']"
jmds. Kopf fordern,jmds. Entlassung/ strenge Bestrafung fordern,"[' die aufge- brachten Bürger fordern den Kopf des Staatsoberhaupts (Presse 11. 12. 2018, 2). Hunderte Einträge wurden gepostet, viele forderten den Kopf des Chefs (Handels- blatt 17. 2. 2017, 16).']"
den Kopf hängen lassen,mutlos sein,"['Aber, aber, wer wird denn gleich den Kopf hängen lassen, weil nicht alles auf Anhieb klappt?']"
Kopf an Kopf,"gleichauf, wertungsgleich",['Bis zuletzt la- gen die beiden Kandidaten Kopf an Kopf in der Gunst der Wähler. Kopf an Kopf mit seinem schärfsten Konkurrenten bog der Favorit in die Zielgerade ein.']
"so viel Köpfe, so viel Sinne","von denen, die sich über eine Sache Gedanken ma- chen, hat oft jeder eine andere Meinung.",nan
jmdm./jmdn. den Kopf kosten,"jmds. Verderben sein, jmdn. ruinieren","['Es würde uns den Kopf kosten, wenn man auch nur ahnte, von wem das Flugblatt ausgehe (Niekisch, Leben 248).']"
etw. wird nicht  den Kopf kosten,(als Beschwichtigung) etw. wird schon nicht so gefährlich sein,"['Nur Mut, junger Mann, gehen Sie ruhig hinein, das wird den Kopf nicht kosten. Vgl. die vorangehende Wendung.']"
ich werde/er wird dir/ihr nicht gleich den Kopf abreißen,"ich wer- de/er wird usw. dich/sie usw. nicht so schlimm behandeln, wie du befürchtest/ sie befürchtet usw.","['Mein Gott, eine Vier im Diktat ist nicht das Ende der Welt. Da wird dir der Vater nicht gleich den Kopf abreißen!']"
den Kopf aus der Schlinge ziehen,"durch geschicktes Verhalten einer drohenden Gefahr gerade noch entkommen, sich in einer scheinbar ausweglosen Situation retten","['Mit drei Toren innerhalb von sie- ben Minuten hat der FC Bayern Mün- chen noch den Kopf aus der Schlinge ge- zogen (www.tiscali.de). Mit welchen Bestrafungen müssen Sie rechnen? Na- türlich sagen wir Ihnen auch, wie Sie mittels Selbstanzeige den Kopf aus der Schlinge ziehen können (home.t-online. de).']"
sich  den Kopf einrennen,bei einem Vorhaben auf Wider- stand stoßen,"['Sie werden sich an der Sonderlogik des runden Tisches den Kopf einrennen (www.parlament.ch). Diese Lü- gen sind die geistigen Betonmauern, an denen Sie sich den Kopf einrennen (www. psychopolitik.de).']"
sich die Köpfe heißreden,zuneh- mend hitziger diskutieren,"['Sie reden sich die Köpfe heiß, wie es weitergehen soll (www.stuttgarter-zeitung.de, 27. 6. 2001). und die selbst ernannten Experten re- den sich die Köpfe heiß, was für unser körperliches Wohlbefinden nun wirklich gut und richtig sein soll (www.nzz.ch, Mai 2000).']"
den/seinen Kopf hinhalten müssen/sollen,für etw. geradeste- hen müssen/sollen,"['Sie war es längst ge- wöhnt, für jedes Misslingen ihren Kopf hinhalten zu müssen (Sebastian, Kran- kenhaus 128). Wegen solcher Idioten soll man den Kopf hinhalten? (Erich Kästner, Fabian 29).']"
den Kopf in den Sand stecken,"eine Ge- fahr nicht wahrhaben wollen, der Realität ausweichen","['Aber die Regierung der USA kann es sich nicht leisten, wegen ein paar hitzköpfigen Freischärlern den Kopf in den Sand zu stecken (Cotton, Silver-Jet 17). Die an den Chancen Interessierten aber wollen die Risiken nicht sehen und stecken den Kopf in den Sand (www.ekir. de).']"
den Kopf hoch tragen,stolz sein,"['Sarna jedoch trug den Kopf hoch und sagte Ich habe einen Sohn geboren in ein Haus, das bisher nur Töchter hatte (Baum, Bali 116). Statt jeden von euch von neuem um Verzeihung zu bitten, trägt sie den Kopf höher als alle (Kafka, Schloß 205).']"
Kopf hoch!,nur nicht den Mut verlie- ren,"['Kopf hoch, mein Junge, es gibt noch andere Mädchen auf der Welt!', 'Kommen Sie nun also, Kopf hoch, genießen Sie Ihr Glück (Dürrenmatt, Grieche 48).']"
jmdn.  einen Kopf kürzer/kleiner machen,jmdn. köpfen,"[' der letzte komfortable Aufenthalt, bevor man die Bestie um einen Kopf kürzer macht, sagte Jaquemar (Maass, Gouffe´ 173).']"
sich einen Kopf machen,sich  Gedanken machen,"['Die sol- len sich im DKV jetzt mal einen Kopf ma- chen, warum ich schon die dritte Welt- meisterin bin, die den Verband verlässt (Tagesspiegel 23. 11. 2000, 26). Der macht sich keinen Kopf drüber, was andere von ihm denken (www.spao.de, 1. 5. 2001).']"
den Kopf oben behalten,nicht den Mut verlieren,"['In diesen schweren Zeiten ist es wichtig, den Kopf oben zu behalten. Was auch geschieht, behalte den Kopf oben! Als ich meine Gefühle für dich entdeckte, habe ich dennoch den Kopf oben behal- ten (Brecht, Groschen 156).']"
Kopf und Kragen riskieren/wagen/aufs Spiel setzen/verlieren,"sein Leben, seine Existenz in Gefahr bringen","['Gleichwohl gab es in Chinas KP stets Reformer, die mit ihrem Aufbegehren gegen die Partei- führung Kopf und Kragen riskierten (Zeit 30. 9. 1999, 3). Wollte die rot-grüne Bun- desregierung in dieser Frage mit dem Kopf durch die Wand, so verlöre sie nicht nur den Kopf, sondern auch noch den Kragen (Zeit 11. 2. 1999, 1).']"
jmdm./jmdn. Kopf und Kragen kosten,"jmdm./jmdn. das Leben, die Existenz kos- ten","['Es kann dich Kopf und Kragen kos- ten, wenn du dich mit diesen Leuten ein- lässt. Vgl. die vorangehende Wendung.']"
den Kopf unterm Arm tragen,sehr krank sein,"['Krankfeiern gibts bei ihr nicht; die bleibt erst zu Hause, wenn sie den Kopf unterm Arm trägt.']"
jmdm. den Kopf verdrehen,jmdn. verliebt machen,"['Sie hatte zwar einigen Kollegen den Kopf verdreht, ging aber nie mit einem von ihnen aus. wenn er bei uns war, tat er nichts als zwischen Weiberröcken herumzuhocken und al- len Mädchen die Köpfe zu verdrehen (Fal- lada, Herr 19).']"
den Kopf verlieren,"kopflos handeln; die bersicht, Fassung verlieren","['Reiß dich zusammen, wir dürfen jetzt nicht den Kopf verlieren.', 'Wie entzückt sie ihn betrachtet! Sie hat den Kopf verloren, die Arme (H. Mann, Stadt 161).']"
den Kopf nur zum Haareschneiden ha- ben/verwenden,unfähig zu intelli- gentem Denken sein,"['Wer diese Verpa- ckung entworfen hat, scheint seinen Kopf nur zum Haareschneiden zu haben. Laut Gedächtnisprotokoll der Bewacher habe er den Anstaltsleiter aufgefordert, seinen Kopf nicht nur zum Haareschnei- den, sondern sein Gehirn einmal zum Denken zu verwenden (Standard 14. 6. 2007, 19).']"
den Kopf voll haben,sich mit vielen Dingen gedanklich zu beschäftigen haben,"['Sie hatte den Kopf voll mit geschäftlichen Dingen. ein Aktivist, der immer den Kopf voll davon hat, wie die Dinge anders und besser zu machen wären (Musil, Mann 270).']"
jmdm. den Kopf/die Kappe waschen,"jmdm. gründlich die Meinung sa- gen, jmdn. scharf zurechtweisen","['Sollte Ih- nen dieses Gefühl jemals abhandenkom- men, so werde ich höchstpersönlich er- scheinen und Ihnen den Kopf waschen (Baldwin [\x05bers.], Welt 274).']"
sich den Kopf verkeilen,"sich von einem Gedanken, einem Vorha- ben nicht abbringen lassen","['Es ist zweck- los, auf ihn einzureden, wenn er sich den Kopf verkeilt hat.']"
sich  den Kopf/Schä- del zerbrechen/zermartern/zergrübeln,"angestrengt nachdenken, in einer schwierigen Lage nach einer Lösung suchen","['Aber darüber können sich andere Menschen den Kopf zerbrechen (MM 18. 2. 2016, 15). Wissen die eigentlich, wie lange ich mir deshalb den Kopf zermar- tere und wie groß die Rennerei nach so einer Kleinigkeit ist? (Freie Presse 27. 12. 2019, 11). Er zergrübelte sich den Kopf Sie hatten ihn entlassen – war er irgend- wann kein guter Genosse gewesen? (Strittmatter, Wundertäter 319).']"
sich jmds. Kopf zerbrechen,für jmdn.  einen Ausweg o. Ä. suchen,"['Nun zerbrich dir mal nicht meinen Kopf, ich weiß schon, was zu tun ist.']"
jmdm. den Kopf zurechtsetzen/zurecht- rücken,jmdn. zur Vernunft bringen,"['Deine Tochter schlägt über die Stränge. Höchste Zeit, dass du ihr mal den Kopf zurechtrückst.']"
die Köpfe zusammenstecken,"mit- einander tuscheln, etwas aushecken","['Je- des Mal, wenn ich die beiden sehe, ste- cken sie die Köpfe zusammen und ki- chern.', 'Kowalski und Stamm steckten die Köpfe zusammen und schienen sich gepfefferte Witze zu erzählen (Kirst, 08/15, 815).']"
sich blutige Köpfe holen,eine Nie- derlage im Kampf erleiden,"['Am Abend tri- umphierten die Verteidiger, ihre Gegner hatten sich blutige Köpfe geholt.']"
einen kühlen/klaren Kopf bewahren,"nicht nervös werden, die bersicht behal- ten","['Wenn Hollywood ruft, verlieren an- dere den Verstand! Heidi Klum bewahrt einen kühlen Kopf (www.amica.de). Sie arbeiten präzise und teamorientiert und sind in der Lage, auch unter Termindruck einen klaren Kopf zu bewahren (www. digitalpublishing.de).']"
da kann man sich/kannst du dir  nur an den Kopf greifen/fassen!,"das ist doch unfassbar, unbegreiflich",['Schon wieder ein Tor für die anderen – da kannst du dir doch nur an den Kopf grei- fen!']
jmdm. etw. an den Kopf werfen,"jmdm. etw. Negatives direkt, unverblümt sagen","['Bevor er die Tür zuknallte, warf er mir noch ein paar Unfreundlichkeiten an den Kopf. es tut mir leid, dass ich dir das alles auf einmal an den Kopf gewor- fen habe (Ruark [\x05bers.], Honigsauger 238).']"
sich an die Köpfe/Köppe kriegen,Streit bekommen,['Nach dem dritten Bier kriegen sie sich jedes Mal an die Köpfe.']
nicht auf den Kopf gefallen sein,"gewitzt, nicht dumm sein","['Denn die Fi- nanzbeamten sind nicht auf den Kopf ge- fallen. Ihnen ist durchaus klar, dass ein Joystick oder ein Programm zur Bildbear- beitung normalerweise privat benutzt werden .']"
etw. auf den Kopf/Kopp hauen,"etw. leichtsinnig und verschwenderisch ausgeben, aufbrauchen","['Innerhalb von drei Monaten hatte er seine ganze Erb- schaft auf den Kopf gehauen.', 'Je mehr zusammen ist, umso besser. Und dann hauen wir das Geld richtig auf den Kopf (Fallada, Mann 136).']"
jmdm. auf dem Kopf herumtanzen/he- rumtrampeln,"jmdn. respektlos be- handeln, sich von ihm nichts sagen lassen","['Er setzt sich und fragt ruhig nach der Tochter, die 16 Jahre alt ist und den El- tern auf dem Kopf herumtanzt (Berliner Zeitung 20. 7. 2016, 21).']"
jmdm. auf den Kopf spucken können,wesentlich größer sein als ein anderer,"['Mein Gott, wie die Jahre ver- gehen! Jetzt können dir deine Söhne auch schon auf den Kopf spucken.']"
sich nicht auf den Kopf spucken lassen,sich nichts gefallen las- sen,['Der Großkotz soll sich vorsehen. Von dem lasse ich mir noch lange nicht auf den Kopf spucken!']
und wenn du dich auf den Kopf stellst ; da kannst du dich auf den Kopf stellen,"... wie sehr du dich usw. auch darum be- mühst, wie verrückt du dich usw. deswe- gen auch aufführst","['Seine Verwandtschaft kommt mir nicht ins Haus, da kann er sich auf den Kopf stellen.', 'Aber hier wird sich wegen dir nichts ändern, und wenn du dich auf den Kopf stellst (Fels, Sünden 62).']"
etw. auf den Kopf stellen,1. etw. völlig verdrehen,"[' dass aber der Ent- schluss von manchem als Symbol einer deutschen Politik der Stärke ausgelegt wird, das heißt wirklich die Dinge auf den Kopf stellen (Dönhoff, Ära 151).']"
etw. auf den Kopf stellen,2. das Unterste zuoberst kehren,['Bei der Suche nach unserem Hamster haben wir das ganze Haus auf den Kopf gestellt.']
jmdm. etw. auf den Kopf zusagen,"jmdm. etw. ohne zu zögern, direkt sagen","['Die Ärzte haben mir auf den Kopf zugesagt, ich sei gewebeschwach, berichtet der Pa- tient leicht indigniert (www.fu-berlin.de). Wie klar, direkt und unmissverständlich du den Menschen die Wahrheit auf den Kopf zugesagt hast .']"
eins auf den Kopf bekommen,"ge- rügt, zurechtgewiesen werden","['Wie du aussiehst, hast du von deiner Chefin eins auf den Kopf bekommen.']"
aus dem Kopf,"auswendig, ohne Vorlage",['Früher konnte sie Das Lied von der Glo- cke aus dem Kopf aufsagen. Aus dem Kopf weiß ich das nicht.']
jmdm. nicht aus dem Kopf gehen/wollen,jmds. Denken dauernd beschäftigen,"['Was ich gestern gelesen habe, geht mir nicht aus dem Kopf.', 'Der Gedanke an Sibylle wollte ihm nicht aus dem Kopf (Geißler, Wunschhütlein 58).']"
sich etw. aus dem Kopf schlagen,ein Vorhaben aufgeben,"['Mit der Ge- haltserhöhung hats nicht geklappt, den neuen Wagen können wir uns aus dem Kopf schlagen.', 'Sie müssen sich das aus dem Kopf schlagen. Sie ist kein Mädchen, das mit einem Freund gehen könnte (Gai- ser, Schlussball 95).']"
sich etw. durch den Kopf gehen lassen,"etw. erwägen, über etw. nachden- ken","['Rufen Sie mich morgen wieder an, ich werde mir Ihren Vorschlag durch den Kopf gehen lassen.', 'Michael hat sich die Sache gründlich durch den Kopf gehen lassen (Grzimek, Serengeti 198).']"
jmdm.  durch den Kopf schie- ßen,"jmdm. plötzlich einfallen, in den Sinn kommen","['Plötzlich schoss ihm eine fan- tastische Idee durch den Kopf. Jetzt oder nie!, schoss es ihr durch den Kopf.']"
jmdm. im Kopf herumgehen,jmds. Den- ken sehr beschäftigen,"['Unser Gespräch neulich Abend ist mir noch lange im Kopf herumgegangen (Maass, Gouffe´ 54).']"
etw. im Kopf nicht aushalten,"etw. so schrecklich o. ä. finden, dass man nicht daran denken möchte","['Fünf Richtige im Lotto, und der Trottel hat den Tippschein nicht abgegeben – das halt ich im Kopf nicht aus! Dass Pitt schon wieder einen Unfall hatte – das hältst du doch im Kopf nicht aus.']"
etw. im Kopf behalten,sich etw. merken,"['Kannst du das alles im Kopf be- halten, oder soll ich es dir aufschreiben?']"
etw. im Kopf haben,etw. auswen- dig wissen,"['Wenn du die wichtigsten Da- ten im Kopf hast, kann dir bei der Prü- fung nichts passieren.', 'Er hatte alles im Kopf, tolles Gedächtnis (Johnson, Mut- maßungen 7).']"
"was man nicht im Kopf hat,  muss man in den Beinen/Füßen haben","wenn man bei Besorgungen o. Ä. etwas vergisst, muss man den Weg mehrmals machen.",nan
in jmds. Kopf/jmdm. im Kopf herumgeis- tern/herumspuken,"jmdn. als Idee, Mög- lichkeit o. Ä. gedanklich sehr beschäftigen","[' eine gegen 2,4 Kilometer lange Brücke, welche vom kroatischen Festland aus nördlich von Neum zur ebenfalls kroati- schen Halbinsel Peljesac führen soll. Das Projekt geistert bereits seit Jahren in den Köpfen kroatischer Politiker herum, wirklich ernsthaft verfolgt wurde es bis- her aber nicht (NZZ 12. 12. 2005, 5). Die europäische Landwirtschaft wird sich aus dem Weltmarkt nicht abkoppeln können, wie es vielleicht in den Köpfen einiger Idealisten herumspukt (SZ 20. 1. 2001, 21).']"
nicht ganz richtig im Kopf sein,nicht ganz bei Verstand sein,"[' ich glaube, sie ist harmlos, nur nicht ganz richtig im Kopf (Zuckmayer, Fastnachts- beichte 23).']"
jmdm. nicht in den Kopf gehen/ wollen,jmdm. unbegreiflich sein; etw. nicht als Tatsache akzeptieren wol- len,"['Es will ihr einfach nicht in den Kopf, dass sie alt und hässlich geworden ist und gefahren werden muss (Zwerenz, Erde 45). Mir will es nicht in den Kopf gehen, warum der Mensch sich nur beschwert (Kölner Stadt-Anzeiger 22. 3. 2016, 32).']"
sich etw. in den Kopf setzen,"den festen Entschluss fassen, etw. zu tun","['Sie hat es sich nun einmal in den Kopf ge- setzt, in der Entwicklungshilfe zu arbei- ten. Wenn er sich etwas in den Kopf ge- setzt hat, bringt ihn nichts und niemand mehr davon ab.']"
jmdm. in den Kopf steigen,"1. jmdn. be- nommen,  betrunken machen","['Der Sekt war ihr offensichtlich in den Kopf gestiegen, sie lachte Tonleitern und tanzte barfuß durch die Wohnung.']"
jmdm. in den Kopf steigen,"2. jmdn. eingebildet, überheblich machen",['Der Erfolg seines Erstlingsromans war ihm in den Kopf gestiegen.']
mit dem Kopf durch die Wand  wollen,sein Vorhaben trotz offen- sichtlich unüberwindbarer Hindernisse  durchsetzen wollen,"[' ver- such nicht, mit dem Kopf durch die Wand zu rennen, das ist noch keinem bekom- men (v. d. Grün, Glatteis 223). Die Politi- ker müssen versuchen, eine Lösung zu finden, und dürfen nicht mit dem Kopf durch die Wand (MM 7. 10. 2017, 3).']"
über jmds. Kopf hinweg,"ohne jmds. Ent- scheidung, Zustimmung o. Ä. abzuwarten","['Es ist einfach unglaublich, dass hier ein- fach über den Kopf des Direktors hinweg der Produktionsplan geändert wurde. die Amerikaner könnten es über Ade- nauers Kopf hinweg nun nicht mehr tun (Augstein, Spiegelungen 19).']"
bis über den Kopf in etw. stecken,"1. tief, rettungslos in etw. hineingeraten sein","['Wir stecken bis über den Kopf in Schulden. Wir sind bankrott, total pleite!']"
bis über den Kopf in etw. stecken,2. völlig von etw. beansprucht werden,"['Ich sagte zu und steckte schon bald bis über den Kopf in Arbeit (taz 15. 2. 2018, 40).']"
jmdm. über den Kopf wachsen,1. von jmdm. nicht mehr bewältigt werden können,"['Die Arbeit wächst mir über den Kopf, ich brauche dringend Hilfe. die ganze Sache wächst uns über den Kopf, wir allein sind der Sache nicht mehr ge- wachsen (v. d. Grün, Glatteis 71).']"
jmdm. über den Kopf wachsen,2. von jmdm. unabhängig werden,"['Mach dir keine Illusionen, mein Lieber, deine Kin- der sind dir längst über den Kopf gewach- sen. so war es gewesen seit dem Tag, da er seiner Mutter über den Kopf ge- wachsen war (Baum, Paris 5).']"
sich um Kopf und Kragen bringen/reden,"durch unvorsichtiges Handeln/Re- den sein Leben, seine Existenz verlieren","['Viele reden sich um Kopf und Kragen, wenn sie Polizisten und Fahndern gegen- überstehen (Wirtschaftswoche 5. 4. 2019, 90). Vgl. die Wendung Kopf und Kragen ris- kieren.']"
